5000	64	30	0.100000	2000	0.4210500
166.032899	178.283029	-81.417280	-139.890744
75.069430	171.904660	148.716697	-155.149998
9.094516	64.955596	48.567156	84.115116
172.075564	120.242927	193.041780	197.924741
16.834010	30.500198	-81.917783	-98.715171
86.642048	118.814661	168.236335	-88.424329
78.939177	72.212897	-55.134739	53.718680
112.698752	64.784692	17.828913	-24.530778
80.452895	26.398511	162.743004	85.311441
66.438795	113.461715	-13.373211	125.595874
111.911374	137.858211	4.376354	193.298135
109.024323	10.303049	-171.605579	20.868557
104.483169	154.460280	134.153264	129.880673
194.195379	147.959838	63.826411	-130.344554
90.163884	146.653645	-69.051180	-46.272164
140.958892	148.301645	88.192389	106.332591
86.898404	51.991333	-179.052095	-168.419446
131.254006	169.469283	-70.723594	117.880795
8.746605	144.694357	60.493789	89.815973
32.557146	137.870418	55.159154	20.416883
1.062044	30.133976	-31.183813	-84.066286
145.622120	105.240028	31.989502	-114.206366
0.610370	164.415418	10.943937	-89.754936
177.025666	130.674154	31.818598	18.134098
120.749535	98.855556	-69.563890	87.337870
36.933500	87.612537	-9.540086	-119.626453
61.580248	49.568163	132.261116	127.658925
61.684011	195.953246	15.204321	70.882290
145.103305	191.955321	-84.456923	-120.908231
61.476485	78.994110	42.744224	149.961852
175.377667	80.245369	156.443983	108.554338
193.017365	145.536668	-53.120518	-83.553575
123.667104	192.046876	40.900906	-96.566668
57.167272	96.865749	96.420179	134.299753
38.612018	197.851497	-152.488784	-76.656392
21.631520	158.824427	-37.067782	-90.926847
181.377606	155.583361	180.297250	-98.519852
168.578143	38.795129	-21.393475	-85.433515
185.802789	30.127873	51.533555	-3.631703
67.293313	7.788324	-156.004517	-130.661946
43.549913	137.852107	-185.448775	-6.732383
171.892453	107.431257	85.946226	-136.680197
114.316233	116.147343	146.580401	-44.135868
43.897824	81.997131	65.242470	-65.694143
160.911893	17.950987	-118.478957	-72.273934
199.969481	35.480819	34.601886	-105.441450
9.454634	131.302835	-107.223731	-116.037477
184.490493	13.574633	46.345408	-192.626728
34.553056	123.825800	-173.912778	-67.293313
67.281106	110.751671	110.287790	-86.349071
69.399091	112.320322	82.296213	-33.283486
166.234321	102.249214	1.519822	8.404798
140.977203	57.234413	-149.827570	-35.041353
194.964446	1.123081	-81.759087	-132.615131
30.201117	82.253487	-10.711997	144.090091
35.456404	140.293588	-10.455641	-76.375622
57.069613	118.771935	-37.275307	160.130619
135.770745	179.546495	-166.771447	193.969543
90.823084	75.478378	19.977416	159.935301
132.627338	37.586596	163.670766	-144.322031
185.106967	132.859279	-170.287179	82.796716
99.111911	149.058504	49.555956	-127.011933
38.105411	162.718589	-37.372967	12.005982
17.328410	46.571245	-178.270821	-126.364940
77.748955	72.731712	-175.829340	-23.578600
76.039918	67.763298	31.049532	75.460067
171.800897	75.991089	37.482833	1.983703
193.322550	187.285989	56.086917	-137.046419
163.066500	85.482345	76.119266	13.373211
164.232307	173.857845	-38.947722	-186.205634
29.523606	33.674123	-53.132725	-14.545122
33.466597	72.310556	3.582873	-24.506363
69.496750	117.014069	-77.376629	-55.049287
93.020417	10.602130	192.492447	-8.160649
111.801508	165.465255	-74.874111	-178.099918
104.812769	131.852168	-104.354991	-120.468764
150.889615	137.046419	157.811213	-48.677023
148.374889	51.356548	-102.230903	-145.225379
7.031465	137.369915	188.622700	-175.292215
93.496506	38.654744	108.224738	9.759819
11.462752	164.152959	82.808924	-108.407849
97.897275	124.533830	118.845180	-160.740989
116.525773	176.757103	-14.252144	11.175878
129.844050	133.066805	-188.244270	17.255165
30.842006	90.719321	155.772576	153.782769
115.842158	38.636433	17.206336	23.346660
179.473251	97.286905	-153.062532	152.513199
113.284707	47.993408	21.295816	19.501328
89.046907	107.956175	-158.104190	104.757836
108.096561	7.245094	-76.131474	176.464125
197.955260	123.978393	-165.330973	-176.195563
37.409589	133.939634	-153.672903	-149.595630
91.463973	130.918302	-136.558123	140.354625
37.195959	74.025697	-10.602130	-190.551469
161.931211	118.161565	193.432417	54.097110
114.944914	83.968627	-59.053316	-89.730522
93.899350	23.468734	49.641408	135.300760
47.303690	137.711722	33.845027	-175.402081
174.285104	2.496414	-0.262459	176.305429
102.755821	158.738975	-46.272164	15.826899
27.521592	23.322245	-13.214515	-106.808679
189.245277	177.111118	196.850490	165.550707
175.749992	185.985900	-187.853633	-122.751549
26.850185	11.468856	-22.174749	-149.839778
23.914304	167.003388	68.221076	-3.411969
145.457320	76.119266	-12.469863	-132.627338
69.978942	188.927885	-78.731651	47.676016
107.376324	112.985626	0.872829	-187.194433
140.043336	114.859462	144.273202	-143.089084
155.040132	48.707541	134.592730	-93.441572
48.506119	67.983032	199.707022	32.209235
83.620716	176.653340	155.076754	-130.283517
83.254494	176.091800	172.338023	164.525285
138.724937	63.930174	36.201056	50.984222
115.762810	41.120640	-47.895749	79.415265
139.017914	183.446760	167.149876	3.204443
136.301767	133.701590	66.841639	138.657796
23.883786	70.906705	10.126041	109.945982
14.050722	112.649922	165.160070	191.747795
26.123844	6.891079	8.331553	-137.986389
82.308420	69.533372	-50.788903	-22.528764
69.545579	23.847163	-56.379894	-15.887936
148.594623	98.196356	157.579272	175.536363
191.668447	38.129826	144.431898	11.310160
129.819636	189.269692	-2.044740	108.041627
191.351054	107.040620	-56.501968	115.622425
112.466811	49.714652	-169.908750	91.085543
101.480148	10.846278	185.753960	-17.377239
37.733085	47.389142	-101.449629	36.323130
86.599322	159.837642	186.083560	-62.044130
11.676382	80.507828	-84.493545	-97.470016
165.569018	26.313059	-62.862026	-76.070437
40.375988	172.234260	-106.430250	-2.801599
159.233375	101.681570	-32.782983	-73.958556
190.093692	190.179144	-171.398053	-72.005371
63.057344	178.398999	47.981201	-150.413526
172.435682	90.951262	-167.442854	-195.568712
44.819483	157.090976	-47.688223	46.211127
154.484695	89.669485	-83.761101	89.425336
